id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
59626010,Mon Sep 14 2020 08:36:41 GMT-0600 (MDT),2020-09-14,2020-09-14 14:36:41 UTC,Mountain Time (US & Canada),32912,debaraj,2020-09-14 22:49:57 UTC,2021-10-02 23:55:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59626010,https://inaturalist-open-data.s3.amazonaws.com/photos/95283416/medium.jpg,,"",,2,0,false,3,"Yellowstone National Park, US",44.8258920055,-110.2650404238,8694,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
59731128,2016/06/20 8:04 AM CDT,2016-06-20,2016-06-20 13:04:00 UTC,Central Time (US & Canada),63375,rkostecke,2020-09-15 23:13:05 UTC,2021-09-09 01:38:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59731128,https://inaturalist-open-data.s3.amazonaws.com/photos/95458207/medium.jpg,,"",,2,0,false,,United States,44.9068661725,-110.258465308,2839,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
59888593,Tue Sep 06 2011 14:20:25 GMT-0400 (EDT),2011-09-06,2011-09-06 18:20:25 UTC,Eastern Time (US & Canada),3625213,spokehead,2020-09-17 17:15:25 UTC,2021-09-09 02:56:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59888593,https://inaturalist-open-data.s3.amazonaws.com/photos/95726184/medium.jpg,,"",,2,0,false,3,"Denali National Park & Preserve, Palmer, AK, US",62.9104483259,-150.2970329149,44214,,,,44214,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60257601,2020-09-12 7:47 AM UTC,2020-09-12,2020-09-12 13:47:00 UTC,Mountain Time (US & Canada),3599915,jeremymadden,2020-09-20 23:05:49 UTC,2021-09-09 02:04:03 UTC,research,,https://www.inaturalist.org/observations/60257601,https://static.inaturalist.org/photos/96333340/medium.jpg,,"","",2,1,false,,"Yellowstone National Park, Park County, US-WY, US",44.6224758941,-110.5123088852,30,,,,27285,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60258403,2020/09/13 9:34 AM UTC,2020-09-13,2020-09-13 15:34:00 UTC,Mountain Time (US & Canada),3599915,jeremymadden,2020-09-20 23:13:06 UTC,2021-09-09 02:03:57 UTC,research,,https://www.inaturalist.org/observations/60258403,https://static.inaturalist.org/photos/96335309/medium.jpg,,"","",4,0,false,,"Yellowstone National Park, Park County, US-WY, US",44.6115481296,-110.5422458527,11,,,,27285,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60303609,2011-08-21,2011-08-21,,UTC,2750003,dariop9167,2020-09-21 10:37:56 UTC,2021-09-09 02:30:43 UTC,research,,https://www.inaturalist.org/observations/60303609,https://static.inaturalist.org/photos/96414584/medium.jpeg,,"",,2,0,false,2,United States,44.5264854216,-110.4108118863,134627,,,,134627,,obscured,true,gps,gps,Lupo grigio,Canis lupus,Gray Wolf,Mammalia,42048
60418024,Mon Sep 21 2020 16:03:17 GMT-0500 (CDT),2020-09-21,2020-09-21 16:03:17 UTC,UTC,1760103,saljbencriscutto,2020-09-22 14:16:46 UTC,2021-09-05 06:45:55 UTC,research,,https://www.inaturalist.org/observations/60418024,https://static.inaturalist.org/photos/96611175/medium.jpg,,"",,2,0,false,3,"Minnesota, US",48.2831320956,-92.8885667819,357,,,,26711,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60493419,Thu Aug 13 2020 06:18:39 GMT-0700 (PDT),2020-08-13,2020-08-13 13:18:39 UTC,Pacific Time (US & Canada),3620470,brianatovar,2020-09-23 05:39:11 UTC,2021-09-09 02:30:37 UTC,research,,https://www.inaturalist.org/observations/60493419,https://static.inaturalist.org/photos/96737882/medium.jpg,,"",,3,0,false,3,United States,44.5403992141,-110.5107732468,117880,,,,117880,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60578696,Wed Sep 23 2020 17:45:18 GMT-0600 (MDT),2020-09-23,2020-09-23 23:45:18 UTC,Mountain Time (US & Canada),277496,codystricker,2020-09-24 02:46:29 UTC,2021-09-09 02:03:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/60578696,https://inaturalist-open-data.s3.amazonaws.com/photos/96879124/medium.jpg,,"tracks, sign","",1,0,false,3,"Yellowstone National Park, Park County, US-WY, US",44.7873487471,-110.5002185328,24,,,,27285,,obscured,true,,"",Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60587860,2012/06/13 11:29 PM CDT,2012-06-13,2012-06-14 04:29:00 UTC,Central Time (US & Canada),3373654,isidro732,2020-09-24 06:28:21 UTC,2021-09-09 02:43:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60587860,https://inaturalist-open-data.s3.amazonaws.com/photos/96895242/medium.jpeg,,"","",3,0,false,,"Denali National Park and Preserve, AK, USA",63.1148029,-151.1925951,981,,,,981,,,false,,,Loup gris,Canis lupus,Gray Wolf,Mammalia,42048
60681573,2020/09/24 10:05 AM CDT,2020-09-24,2020-09-24 15:05:00 UTC,Central Time (US & Canada),277496,codystricker,2020-09-25 03:45:59 UTC,2021-09-09 02:02:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/60681573,https://inaturalist-open-data.s3.amazonaws.com/photos/97048235/medium.jpeg,,"",Sun was to my back so its not silhouetted,1,0,false,,"Yellowstone National Park, US",44.8092266796,-110.3127839036,31,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60787595,Fri Sep 25 2020 08:59:47 GMT-0600 (MDT),2020-09-25,2020-09-25 14:59:47 UTC,Mountain Time (US & Canada),277496,codystricker,2020-09-26 03:26:25 UTC,2021-09-09 02:02:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/60787595,https://inaturalist-open-data.s3.amazonaws.com/photos/97221801/medium.jpg,,"tracks, sign","",1,0,false,3,"Yellowstone National Park, US",44.8520838511,-110.2262743859,16,,,,27253,,obscured,true,,"",Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60821314,2019-12-18,2019-12-18,,UTC,3670380,tehya_schultz,2020-09-26 14:06:29 UTC,2021-12-30 10:34:21 UTC,research,,https://www.inaturalist.org/observations/60821314,https://static.inaturalist.org/photos/97278054/medium.jpeg,,"",From a motion camera,6,0,false,333,Westfield,43.8661024,-89.4949716,13,,,,13,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60882042,Sat Sep 26 2020 09:21:31 GMT-0800 (AKDT),2020-09-26,2020-09-26 17:21:31 UTC,Alaska,3334944,shdhart,2020-09-26 21:33:32 UTC,2022-01-07 18:56:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60882042,https://inaturalist-open-data.s3.amazonaws.com/photos/97375555/medium.jpg,,"",,6,0,false,3,"King Cove, AK, US",55.1145877826,-162.3421591236,2307,,,,2307,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60923608,2020/09/25 8:29 AM CDT,2020-09-25,2020-09-25 13:29:00 UTC,Central Time (US & Canada),277496,codystricker,2020-09-27 04:07:48 UTC,2021-09-09 02:02:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/60923608,https://inaturalist-open-data.s3.amazonaws.com/photos/97441651/medium.jpeg,,"",,1,0,false,,"Yellowstone National Park, US",44.8847255005,-110.2305767369,15,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
60923609,2020/09/25 8:32 AM CDT,2020-09-25,2020-09-25 13:32:00 UTC,Central Time (US & Canada),277496,codystricker,2020-09-27 04:07:48 UTC,2021-09-09 02:01:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/60923609,https://inaturalist-open-data.s3.amazonaws.com/photos/97441659/medium.jpeg,,"",,1,0,false,,"Yellowstone National Park, US",44.949405282,-110.3310600683,31,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
61056012,2020/09/20 5:09 PM UTC,2020-09-20,2020-09-20 17:09:00 UTC,UTC,2184188,james_arthura,2020-09-28 01:44:59 UTC,2021-09-05 07:51:00 UTC,needs_id,,https://www.inaturalist.org/observations/61056012,https://static.inaturalist.org/photos/97664271/medium.jpg,,"",,0,0,false,,"Washington, US",47.4357805573,-123.5997715734,7813,,,,26839,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
61092317,Fri Sep 04 2020 10:11:45 GMT-0400 (EDT),2020-09-04,2020-09-04 14:11:45 UTC,Eastern Time (US & Canada),786357,taleofearthstar,2020-09-28 12:29:53 UTC,2021-09-09 02:01:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/61092317,https://inaturalist-open-data.s3.amazonaws.com/photos/97728123/medium.jpg,,"",,0,0,false,3,"Yellowstone National Park, US",44.8973663415,-110.2757293257,4,,,,27253,,obscured,true,,,,Canis lupus,Gray Wolf,Mammalia,42048
61246623,2011/08/02 3:46 PM UTC,2011-08-02,2011-08-02 15:46:00 UTC,UTC,3678125,nvengelhardt,2020-09-29 20:59:28 UTC,2021-09-09 01:56:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61246623,https://inaturalist-open-data.s3.amazonaws.com/photos/97984348/medium.jpg,,"",,2,0,false,,"Yellowstone National Park, US",44.803852538,-110.1154167718,3826,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
61682313,2020-09-17 8:38:31 AM MDT,2020-09-17,2020-09-17 14:38:31 UTC,Mountain Time (US & Canada),1048692,bridget_sandoval,2020-10-04 16:27:08 UTC,2021-09-09 02:01:39 UTC,research,,https://www.inaturalist.org/observations/61682313,https://static.inaturalist.org/photos/98728486/medium.jpeg,,"",,1,0,false,2,"Yellowstone National Park, US",44.8566144848,-110.2301436788,,,,,27253,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
61834068,2020-10-03 2:16:18 PM CDT,2020-10-03,2020-10-04 00:16:18 UTC,Hawaii,282454,kirstenwelge,2020-10-06 02:36:39 UTC,2021-09-05 07:27:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61834068,https://inaturalist-open-data.s3.amazonaws.com/photos/98999222/medium.jpeg,,"","Large canid track. Canis genus - I can't see anything to rule out wolf here. However, there was only the one track not destroyed by cars on this road.
",2,0,false,2,"Minnesota, US",45.3074068366,-93.1622597405,9,,,,27190,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62218658,Sat Oct 10 2020 13:10:43 GMT-0500 (CDT),2020-10-10,2020-10-10 13:10:43 UTC,UTC,996938,brynnmerlin,2020-10-10 18:25:02 UTC,2021-09-05 06:45:47 UTC,research,,https://www.inaturalist.org/observations/62218658,https://static.inaturalist.org/photos/99659334/medium.jpg,,"","",2,0,false,3,"Minnesota, US",46.8871977222,-91.9085980893,239,,,,26935,,obscured,true,,,Обыкновенный волк,Canis lupus,Gray Wolf,Mammalia,42048
62285156,2009/08/08 11:21 PM EDT,2009-08-08,2009-08-09 03:21:00 UTC,Eastern Time (US & Canada),280431,colinpurrington,2020-10-11 11:00:00 UTC,2021-09-09 02:50:41 UTC,research,,https://www.inaturalist.org/observations/62285156,https://static.inaturalist.org/photos/99776594/medium.jpg,,"2009, Alaska, Denali, Holland America Cruise, tour, vacation",,3,0,false,,"Denali National Park and Preserve, AK, USA",63.1148029,-151.1925951,981,,,,981,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62551949,Thu Jul 30 2020 09:43:09 GMT-0400 (EDT),2020-07-30,2020-07-30 13:43:09 UTC,Eastern Time (US & Canada),2820478,kstump13,2020-10-14 12:51:45 UTC,2021-09-09 01:49:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62551949,https://inaturalist-open-data.s3.amazonaws.com/photos/100242358/medium.jpg,,"","",1,0,false,3,"Yellowstone National Park, US",44.9453570659,-110.2889431401,5,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62610043,2020-09-19 9:49:34 AM MDT,2020-09-19,2020-09-19 15:49:34 UTC,Mountain Time (US & Canada),1048692,bridget_sandoval,2020-10-15 02:38:21 UTC,2021-09-09 02:01:30 UTC,research,,https://www.inaturalist.org/observations/62610043,https://static.inaturalist.org/photos/100344628/medium.jpeg,,"",,1,0,false,2,"Yellowstone National Park, US",44.9268897378,-110.3855740011,,,,,27253,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62655129,Thu Oct 15 2020 13:15:48 GMT-0500 (CDT),2020-10-15,2020-10-15 13:15:48 UTC,UTC,2677217,lolobirder,2020-10-15 18:35:35 UTC,2022-01-04 14:36:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/62655129,https://inaturalist-open-data.s3.amazonaws.com/photos/100425081/medium.jpg,,"","",0,0,false,3,"Eagle River, WI, US",45.9271752277,-89.1153930923,6933,,,,6933,,,false,,,"",Canis lupus,Gray Wolf,Mammalia,42048
62706761,Fri Oct 16 2020 08:12:11 GMT-0500 (CDT),2020-10-16,2020-10-16 14:12:11 UTC,Central America,84154,joshleonard,2020-10-16 13:45:13 UTC,2021-09-05 06:16:30 UTC,research,,https://www.inaturalist.org/observations/62706761,https://static.inaturalist.org/photos/100517081/medium.jpg,,"","This is only scat evidence. The scat is shown in comparison to a size 10 shoe. It is tapered at the ends, and includes a lot of hair.  Found on Madeline island’s Capser Trail through the wilderness preserve. The scat was located nearly in the middle of the trail almost like marking territory.",3,0,false,3,"Madeline Island, La Pointe, WI, US",46.77882,-90.7670133333,4,,,,4,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62832849,Sat Oct 17 2020 09:29:11 GMT-0400 (EDT),2020-10-17,2020-10-17 13:29:11 UTC,Eastern Time (US & Canada),854537,maxallen,2020-10-17 21:48:47 UTC,2021-09-05 07:32:34 UTC,research,,https://www.inaturalist.org/observations/62832849,https://static.inaturalist.org/photos/100739508/medium.jpg,,"","",1,0,false,3,"Michigan, US",46.2651191192,-86.7714986969,65,,,,27031,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62939497,2010/07/01,2010-07-01,,Pacific Time (US & Canada),3703274,ca_photo_hobbyist,2020-10-18 20:46:24 UTC,2021-09-09 02:48:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62939497,https://inaturalist-open-data.s3.amazonaws.com/photos/100918730/medium.jpg,,"","Uploading old observations, somewhere along Denali Park Rd, between park entrance and Polychrome Overlook, 2010/07/01, accurate time not known",5,0,false,,"Denali, AK, USA",63.5580612841,-149.5125562085,37534,,,,37534,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
62949927,Sun Oct 18 2020 12:39:59 GMT-0500 (CDT),2020-10-18,2020-10-18 12:39:59 UTC,UTC,3316594,julieseitz,2020-10-18 22:15:33 UTC,2022-01-03 21:52:35 UTC,needs_id,,https://www.inaturalist.org/observations/62949927,https://static.inaturalist.org/photos/100948647/medium.jpg,,"","",0,0,false,3,"S Rocky Lake Rd, Solon Springs, WI, US",46.34891333,-91.61498333,5,,,,5,,,false,,,"",Canis lupus,Gray Wolf,Mammalia,42048
63190209,Wed Oct 21 2020 08:04:07 GMT-0500 (CDT),2020-10-21,2020-10-21 13:04:07 UTC,Central Time (US & Canada),854537,maxallen,2020-10-21 20:06:50 UTC,2021-09-05 07:32:30 UTC,research,,https://www.inaturalist.org/observations/63190209,https://static.inaturalist.org/photos/101373306/medium.jpg,,"","",2,0,false,3,"Michigan, US",46.6185082414,-88.4983969915,17000,,,,26967,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63202102,Sun Oct 18 2020 13:15:36 GMT-0500 (CDT),2020-10-18,2020-10-18 18:15:36 UTC,Central Time (US & Canada),854537,maxallen,2020-10-21 22:44:27 UTC,2021-09-05 07:32:26 UTC,research,,https://www.inaturalist.org/observations/63202102,https://static.inaturalist.org/photos/101393724/medium.jpg,,"","",1,0,false,3,"Michigan, US",46.2924243823,-86.2887477313,100,,,,27031,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63202259,Wed Oct 21 2020 14:45:54 GMT-0700 (PDT),2020-10-21,2020-10-21 21:45:54 UTC,Pacific Time (US & Canada),982673,dean34,2020-10-21 22:46:58 UTC,2021-09-05 07:55:46 UTC,needs_id,,https://www.inaturalist.org/observations/63202259,https://static.inaturalist.org/photos/101393975/medium.jpg,,"","Found approx 30 miles north of known wolf range, in an isolated locked private parcel with low likelihood of dog traffic.",0,0,false,3,"California, US",41.1903000258,-121.6448354288,2147,,,,27847,,obscured,true,,,"Wolves, Jackals, and Allies",Canis lupus,Gray Wolf,Mammalia,42048
63202374,Wed Oct 21 2020 07:56:15 GMT-0500 (CDT),2020-10-21,2020-10-21 12:56:15 UTC,Central Time (US & Canada),854537,maxallen,2020-10-21 22:48:35 UTC,2021-12-08 15:18:47 UTC,needs_id,,https://www.inaturalist.org/observations/63202374,https://static.inaturalist.org/photos/101394153/medium.jpg,,"",Hunting ,0,0,false,3,"Michigan, US",46.7599301394,-88.767499535,17000,,,,26967,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
63202505,Wed Oct 21 2020 07:48:55 GMT-0500 (CDT),2020-10-21,2020-10-21 12:48:55 UTC,Central Time (US & Canada),854537,maxallen,2020-10-21 22:50:44 UTC,2022-03-29 03:03:04 UTC,research,,https://www.inaturalist.org/observations/63202505,https://static.inaturalist.org/photos/101394388/medium.jpg,,"","",1,0,false,3,"Houghton County, US-MI, US",46.6476155147,-88.7571387324,5005,,,,26967,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63202709,Wed Oct 21 2020 08:04:56 GMT-0500 (CDT),2020-10-21,2020-10-21 13:04:56 UTC,Central Time (US & Canada),854537,maxallen,2020-10-21 22:53:50 UTC,2022-03-29 03:02:43 UTC,research,,https://www.inaturalist.org/observations/63202709,https://static.inaturalist.org/photos/101394732/medium.jpg,,"","",1,0,false,3,"Michigan, US",46.4384146299,-88.4619787145,17008,,,,26999,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63207475,Wed Oct 21 2020 08:00:24 GMT-0500 (CDT),2020-10-21,2020-10-21 13:00:24 UTC,Central Time (US & Canada),854537,maxallen,2020-10-22 00:16:10 UTC,2021-09-05 07:32:21 UTC,needs_id,,https://www.inaturalist.org/observations/63207475,https://static.inaturalist.org/photos/101404196/medium.jpg,,"",Scent post,0,0,false,3,"Houghton County, US-MI, US",46.7809698461,-88.6212069539,17000,,,,26967,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
63207630,Wed Oct 21 2020 07:45:22 GMT-0500 (CDT),2020-10-21,2020-10-21 12:45:22 UTC,Central Time (US & Canada),854537,maxallen,2020-10-22 00:19:25 UTC,2021-09-05 07:32:16 UTC,needs_id,,https://www.inaturalist.org/observations/63207630,https://static.inaturalist.org/photos/101404475/medium.jpg,,"","",0,0,false,3,"Michigan, US",46.6680210365,-88.7421049277,5005,,,,26967,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
63207752,Wed Oct 21 2020 07:54:00 GMT-0500 (CDT),2020-10-21,2020-10-21 12:54:00 UTC,Central Time (US & Canada),854537,maxallen,2020-10-22 00:21:58 UTC,2021-12-08 15:18:18 UTC,needs_id,,https://www.inaturalist.org/observations/63207752,https://static.inaturalist.org/photos/101404686/medium.jpg,,"",Scent post,0,0,false,3,"Houghton County, US-MI, US",46.7641771794,-88.6493518529,17000,,,,26967,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
63207896,Wed Oct 21 2020 07:46:53 GMT-0500 (CDT),2020-10-21,2020-10-21 12:46:53 UTC,Central Time (US & Canada),854537,maxallen,2020-10-22 00:24:49 UTC,2021-09-05 07:32:04 UTC,research,,https://www.inaturalist.org/observations/63207896,https://static.inaturalist.org/photos/101404951/medium.jpg,,"","",1,0,false,3,"Michigan, US",46.6494220309,-88.7288560441,5140,,,,26967,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63337239,2020/10/13 11:01 AM MDT,2020-10-13,2020-10-13 17:01:00 UTC,Mountain Time (US & Canada),966977,peterolsoy,2020-10-23 19:20:20 UTC,2021-09-09 02:08:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63337239,https://inaturalist-open-data.s3.amazonaws.com/photos/101630024/medium.jpeg,,"",Large pack being viewed by a dozen or more people; scoped with Kowa 883.,1,0,false,,"Yellowstone National Park, US",44.8541414376,-110.3350936213,,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63506185,2020-10-23 1:48:00 PM AKDT,2020-10-23,2020-10-23 21:48:00 UTC,Alaska,1953312,abeastthecolorofwinter,2020-10-25 19:06:25 UTC,2021-09-09 02:53:25 UTC,research,,https://www.inaturalist.org/observations/63506185,https://static.inaturalist.org/photos/101929066/medium.jpeg,,"",2 individuals meandering along a remote stretch of the Steese Hwy for roughly 1 mile.,1,0,false,2,"Fairbanks, AK 99712, USA",65.203247261,-147.2382190078,758,,,,758,,,false,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63550856,2020-10-24 4:13:02 PM AKDT,2020-10-24,2020-10-25 00:13:02 UTC,Alaska,1000,muir,2020-10-26 05:24:27 UTC,2021-06-14 22:02:16 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/63550856,https://inaturalist-open-data.s3.amazonaws.com/photos/102009737/medium.jpeg,,"",,0,0,false,2,"Paxson, AK, USA",62.9464667845,-145.8753000945,135,,,,135,,,false,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63851439,Wed Oct 28 2020 17:16:41 GMT-0700 (PDT),2020-10-28,2020-10-29 00:16:41 UTC,Pacific Time (US & Canada),747193,josefstitts,2020-10-30 23:30:41 UTC,2021-09-09 02:08:05 UTC,research,,https://www.inaturalist.org/observations/63851439,https://static.inaturalist.org/photos/102548894/medium.jpg,,"",,1,0,false,3,"Yellowstone National Park, US",44.9595698816,-110.2816010467,332,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63854656,Wed Oct 28 2020 17:22:19 GMT-0700 (PDT),2020-10-28,2020-10-29 00:22:19 UTC,Pacific Time (US & Canada),747193,josefstitts,2020-10-31 00:35:32 UTC,2021-09-09 02:07:55 UTC,research,,https://www.inaturalist.org/observations/63854656,https://static.inaturalist.org/photos/102554641/medium.jpg,,"",,1,0,false,3,"Yellowstone National Park, US",44.8062286552,-110.2341740095,269,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63854723,Wed Oct 28 2020 17:22:38 GMT-0700 (PDT),2020-10-28,2020-10-29 00:22:38 UTC,Pacific Time (US & Canada),747193,josefstitts,2020-10-31 00:37:38 UTC,2021-09-09 02:07:50 UTC,research,,https://www.inaturalist.org/observations/63854723,https://static.inaturalist.org/photos/102554806/medium.jpg,,"","33 wolves spotted from Slough Creek. Waking up before the hunt, playing with “friend-bear,” a grizzly bear that has been seen accompanying them on hunts. ",1,0,false,3,"Yellowstone National Park, US",44.9271837175,-110.322766643,828,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63854815,Thu Oct 29 2020 12:47:14 GMT-0700 (PDT),2020-10-29,2020-10-29 19:47:14 UTC,Pacific Time (US & Canada),747193,josefstitts,2020-10-31 00:40:03 UTC,2021-09-09 02:07:46 UTC,research,,https://www.inaturalist.org/observations/63854815,https://static.inaturalist.org/photos/102555054/medium.jpg,,"",,1,0,false,3,"Yellowstone National Park, US",44.8192523945,-110.2154766794,151,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63901763,2019/09/16 8:30 AM UTC,2019-09-16,2019-09-16 08:30:00 UTC,UTC,814012,wolfcaylen,2020-10-31 18:26:02 UTC,2021-09-09 02:01:22 UTC,research,,https://www.inaturalist.org/observations/63901763,https://static.inaturalist.org/photos/102637421/medium.jpg,,"",,2,0,false,,"Yellowstone National Park, US",44.885135481,-110.3025605029,,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63919888,2016/07/31 10:06 AM CDT,2016-07-31,2016-07-31 15:06:00 UTC,Central Time (US & Canada),3504822,pkeyel,2020-10-31 22:44:36 UTC,2021-09-09 01:49:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63919888,https://inaturalist-open-data.s3.amazonaws.com/photos/102667720/medium.jpeg,,"","",2,0,false,,"Yellowstone National Park, Park County, US-WY, US",44.6071522961,-110.4299828328,2561,,,,27285,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
63961359,Wed Oct 28 2020 08:14:10 GMT-0500 (CDT),2020-10-28,2020-10-28 08:14:10 UTC,UTC,2210505,wi_mostly,2020-11-01 14:10:39 UTC,2021-09-05 06:16:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63961359,https://inaturalist-open-data.s3.amazonaws.com/photos/102743599/medium.jpg,,"",Archery hunter observed wolf chase deer ,1,0,false,3,"Cascade Mountain Rd, Portage, WI, US",43.5000274873,-89.5040828475,86,,,,86,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
64219510,2020/06/08 5:31 PM MDT,2020-06-08,2020-06-08 23:31:00 UTC,Mountain Time (US & Canada),307976,owlentine,2020-11-05 04:05:16 UTC,2021-11-29 21:06:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/64219510,https://inaturalist-open-data.s3.amazonaws.com/photos/103208054/medium.jpeg,,"",Right by the airport. Not at all positive about this ID.,0,0,false,,"Prudhoe Bay, AK, USA",70.1996689958,-148.4657265776,122,,,,122,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
64259804,Tue Jul 14 2020 12:04:11 GMT-0700 (PDT),2020-07-14,2020-07-14 19:04:11 UTC,Pacific Time (US & Canada),3557585,dlemmon,2020-11-05 21:16:13 UTC,2021-09-05 07:58:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/64259804,https://inaturalist-open-data.s3.amazonaws.com/photos/103280933/medium.jpg,,"","",0,0,false,3,"Idaho, US",46.7521837041,-116.2342552342,1427,,,,26967,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
64259930,Sat Apr 04 2020 13:30:26 GMT-0700 (PDT),2020-04-04,2020-04-04 20:30:26 UTC,Pacific Time (US & Canada),3557585,dlemmon,2020-11-05 21:18:39 UTC,2021-09-05 07:58:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/64259930,https://inaturalist-open-data.s3.amazonaws.com/photos/103281219/medium.jpg,,"","",0,0,false,3,"Shoshone County, US-ID, US",47.2729235673,-115.6769284078,91,,,,26871,,obscured,true,,,"",Canis lupus,Gray Wolf,Mammalia,42048
